   n, insertion_cmp, insertion_swaps, insertion_time, quick_cmp, quick_swaps, quick_time, merge_cmp, merge_swaps, merge_time, bubble_cmp, bubble_swaps, bubble_time
   0,             0,               0,              6,         0,           0,          6,         1,           0,          1,          0,            0,           0
   1,             0,               0,              0,         0,           0,          2,         1,           0,          0,          0,            0,           1
   2,             1,               0,              7,         1,           2,          2,         4,           0,          1,          1,            0,           0
   3,             3,               2,              0,         3,           2,          0,        17,           4,         14,          3,            2,           4
   4,             4,               2,              0,         6,           6,          0,        21,           4,          1,          6,            2,           0
   5,             5,               2,              1,        10,          11,          0,        33,           8,          1,         10,            2,           0
   6,             6,               2,              1,        15,          17,          1,        47,          13,          2,         15,            2,           0
   7,             7,               2,              1,        16,          17,          1,        52,          15,          1,         21,            2,           0
   8,             8,               2,              1,        23,          25,          0,        59,          16,          1,         28,            2,           0
   9,             9,               2,              1,        31,          34,          1,        72,          21,          1,         36,            2,           0
  10,            10,               2,              1,        40,          44,          1,        87,          26,          1,         45,            2,           3
  11,            11,               2,              1,        50,          55,          2,       102,          31,          2,         55,            2,           0
  12,            13,               3,              1,        51,          55,          1,       119,          38,          2,         66,            3,           0
  13,            14,               3,              1,        63,          68,          1,       127,          40,          2,         78,            3,           1
  14,            15,               3,              1,        64,          68,          2,       133,          44,          5,         91,            3,           1
  15,            16,               3,              1,        78,          83,          1,       143,          46,          2,        105,            3,           1
  16,            17,               3,              2,        93,          99,          4,       151,          49,          6,        120,            3,           2
  17,            19,               4,             22,        94,          99,         10,       165,          56,         14,        136,            4,           4
  18,            20,               4,              5,       111,         117,          4,       185,          60,          9,        153,            4,           3
  19,            21,               4,              4,       129,         136,         10,       201,          66,          7,        171,            4,           2
  20,            23,               5,              3,       130,         136,          3,       215,          75,          7,        190,            5,           3
  21,            25,               6,              3,       149,         156,          6,       236,          79,         20,        210,            6,           3
  22,            26,               6,              6,       170,         178,          2,       257,          84,          2,        231,            6,           1
  23,            27,               6,              1,       192,         201,          2,       271,          92,          2,        253,            6,           1
  24,            28,               6,              1,       193,         201,          4,       292,          98,          5,        276,            6,           4
  25,            29,               6,              2,       217,         226,          5,       299,         102,          8,        300,            6,           5
  26,            31,               7,              7,       218,         226,         12,       311,         106,         18,        325,            7,           6
  27,            33,               8,             11,       243,         252,         10,       321,         110,          9,        351,            8,           5
  28,            36,              10,              2,       245,         254,          5,       329,         117,          4,        378,           10,           4
  29,            37,              10,              2,       273,         283,          9,       343,         119,          6,        406,           10,           4
  30,            38,              10,              2,       302,         313,          3,       353,         124,          6,        435,           10,           5
  31,            40,              11,              3,       303,         313,          3,       365,         127,          3,        465,           11,           3
  32,            41,              11,              2,       334,         345,          3,       376,         132,          2,        496,           11,           3
  33,            42,              11,              1,       366,         378,          3,       391,         139,          4,        528,           11,          36
  34,            43,              11,              2,       399,         412,          4,       410,         145,          3,        561,           11,           3
  35,            45,              12,              2,       400,         412,          4,       425,         154,          3,        595,           12,           3
  36,            46,              12,              2,       435,         448,          4,       448,         158,          3,        630,           12,           3
  37,            47,              12,              2,       471,         485,         24,       467,         164,          3,        666,           12,           4
  38,            48,              12,              2,       508,         523,          5,       486,         172,          5,        703,           12,           4
  39,            49,              12,              2,       546,         562,          6,       506,         179,          5,        741,           12,           5
  40,            51,              13,              2,       547,         562,         19,       523,         189,          6,        780,           13,           5
  41,            52,              13,              4,       587,         603,         24,       542,         195,         13,        820,           13,           8
  42,            53,              13,              3,       628,         645,          3,       560,         202,         14,        861,           13,          10
  43,            54,              13,             14,       670,         688,          4,       581,         208,          9,        903,           13,           9
  44,            55,              13,             14,       713,         732,          4,       604,         213,          8,        946,           13,           2
  45,            56,              13,              9,       757,         777,          4,       625,         219,          9,        990,           13,           2
  46,            57,              13,             15,       802,         823,          4,       638,         231,         10,       1035,           13,           2
  47,            59,              14,             16,       803,         823,          5,       662,         238,          9,       1081,           14,           2
  48,            61,              15,             16,       849,         870,          5,       690,         242,         14,       1128,           15,           3
  49,            62,              15,              5,       897,         919,          6,       697,         248,         33,       1176,           15,           3
  50,            63,              15,              4,       946,         969,          6,       706,         255,         11,       1225,           15,           3
  51,            65,              16,              9,       947,         969,          3,       716,         261,          8,       1275,           16,           2
  52,            67,              17,              2,       997,        1020,          3,       735,         263,          7,       1326,           17,           3
  53,            70,              19,              2,       999,        1022,          3,       746,         270,          6,       1378,           19,           1
  54,            73,              21,              3,      1050,        1073,          3,       760,         274,          6,       1431,           21,           2
  55,            74,              21,              5,      1104,        1128,          3,       773,         279,          6,       1485,           21,           2
  56,            75,              21,              9,      1159,        1184,          5,       774,         289,         15,       1540,           21,           3
  57,            76,              21,             10,      1160,        1184,          4,       782,         296,         12,       1596,           21,           2
  58,            77,              21,              5,      1217,        1242,          5,       813,         293,         10,       1653,           21,           3
  59,            78,              21,              3,      1275,        1301,          3,       818,         302,          6,       1711,           21,           2
  60,            79,              21,              3,      1334,        1361,          3,       831,         305,          5,       1770,           21,           2
  61,            80,              21,              3,      1335,        1361,          4,       840,         313,          6,       1830,           21,           2
  62,            81,              21,             11,      1396,        1423,         30,       860,         314,         29,       1891,           21,        4196
  63,            82,              21,              3,      1458,        1486,          4,       870,         322,         10,       1953,           21,           5
  64,            84,              22,              4,      1399,        1424,          5,       884,         326,         11,       2016,           22,           4
  65,            85,              22,             10,      1463,        1489,          3,       902,         333,          6,       2080,           22,           2
  66,            86,              22,              3,      1528,        1555,          4,       917,         344,          6,       2145,           22,           3
  67,            87,              22,              3,      1594,        1622,          4,       939,         351,          7,       2211,           22,           2
  68,            89,              23,              3,      1595,        1622,          4,       962,         359,          9,       2278,           23,           2
  69,            92,              25,              3,      1597,        1624,          4,       981,         368,          7,       2346,           25,           4
  70,            96,              28,              3,      1600,        1626,          3,      1003,         375,         29,       2415,           28,           4
  71,           100,              31,              5,      1604,        1629,         11,      1020,         384,         16,       2485,           31,           5
  72,           101,              31,              5,      1675,        1701,          7,      1052,         390,         15,       2556,           31,           5
  73,           102,              31,              5,      1747,        1774,          9,      1066,         399,         14,       2628,           31,           5
  74,           103,              31,              6,      1820,        1848,          8,      1093,         403,         16,       2701,           31,           6
  75,           104,              31,              8,      1894,        1923,          8,      1114,         412,         15,       2775,           31,           6
  76,           105,              31,              5,      1969,        1999,          7,      1127,         421,         21,       2850,           31,           5
  77,           106,              31,              5,      2045,        2076,          9,      1151,         430,         16,       2926,           31,           6
  78,           108,              32,              6,      2046,        2076,          9,      1175,         438,         16,       3003,           32,           5
  79,           111,              34,              6,      2048,        2078,          8,      1199,         446,         32,       3081,           34,           7
  80,           112,              34,              7,      2127,        2158,         12,      1227,         455,         40,       3160,           34,           6
  81,           113,              34,             10,      2207,        2239,         12,      1241,         464,         88,       3240,           34,           5
  82,           114,              34,              5,      2288,        2321,          7,      1258,         472,         24,       3321,           34,           3
  83,           116,              35,              5,      2289,        2321,          7,      1285,         481,         20,       3403,           35,           4
  84,           117,              35,              9,      2372,        2405,          6,      1299,         488,         32,       3486,           35,           5
  85,           120,              37,              5,      2373,        2405,          7,      1323,         496,         17,       3570,           37,           4
  86,           124,              40,              5,      2375,        2406,          5,      1350,         504,         31,       3655,           40,           4
  87,           125,              40,             10,      2461,        2493,          7,      1375,         510,         12,       3741,           40,           5
  88,           126,              40,             15,      2548,        2581,          7,      1399,         516,          9,       3828,           40,           4
  89,           127,              40,              4,      2636,        2670,          6,      1420,         524,         14,       3916,           40,           4
  90,           128,              40,              5,      2725,        2760,          6,      1446,         533,         10,       4005,           40,           4
  91,           130,              41,              4,      2726,        2760,          8,      1465,         543,         11,       4095,           41,           4
  92,           131,              41,              6,      2817,        2852,          6,      1487,         553,         10,       4186,           41,           4
  93,           132,              41,              4,      2818,        2852,          6,      1506,         560,         12,       4278,           41,           4
  94,           133,              41,              4,      2911,        2946,          7,      1529,         570,         11,       4371,           41,           4
  95,           134,              41,              4,      3005,        3041,          7,      1555,         577,         20,       4465,           41,           4
  96,           135,              41,              4,      3100,        3137,          7,      1583,         581,         11,       4560,           41,           4
  97,           139,              44,              4,      2917,        2948,          6,      1594,         588,         10,       4656,           44,           4
  98,           144,              48,              5,      2919,        2950,          7,      1607,         597,         15,       4753,           48,           5
  99,           145,              48,              6,      3017,        3049,          7,      1625,         602,         12,       4851,           48,           5
 100,           146,              48,              5,      3116,        3149,          7,      1633,         609,         10,       4950,           48,           5
 101,           147,              48,              5,      3216,        3250,          8,      1644,         617,         11,       5050,           48,           5
 102,           148,              48,              5,      3317,        3352,          8,      1658,         622,         12,       5151,           48,           6
 103,           149,              48,              5,      3419,        3455,          8,      1673,         628,         14,       5253,           48,           6
 104,           150,              48,              5,      3522,        3559,          8,      1683,         631,         12,       5356,           48,           6
 105,           151,              48,              5,      3626,        3664,          8,      1693,         637,         15,       5460,           48,           7
 106,           152,              48,             10,      3731,        3770,         13,      1706,         646,         29,       5565,           48,           9
 107,           154,              49,              7,      3732,        3770,         13,      1715,         655,         24,       5671,           49,          11
 108,           156,              50,              7,      3838,        3877,         13,      1750,         655,         20,       5778,           50,          10
 109,           160,              53,              7,      3737,        3775,         13,      1758,         665,         19,       5886,           53,          10
 110,           163,              55,              7,      3842,        3879,         14,      1776,         668,         18,       5995,           55,          10
 111,           164,              55,              8,      3950,        3988,         13,      1787,         677,         22,       6105,           55,           8
 112,           165,              55,              7,      4061,        4100,         13,      1789,         685,         21,       6216,           55,          11
 113,           167,              56,             13,      4062,        4100,         15,      1798,         694,         21,       6328,           56,          11
 114,           169,              57,              8,      4064,        4102,         13,      1816,         701,         25,       6441,           57,          11
 115,           173,              60,              8,      4067,        4104,         13,      1827,         711,         22,       6555,           60,          10
 116,           174,              60,             46,      4182,        4220,         13,      1871,         705,         33,       6670,           60,          11
 117,           175,              60,              8,      4298,        4337,         18,      1875,         715,         28,       6786,           60,          14
 118,           176,              60,             10,      4415,        4455,         19,      1884,         721,         27,       6903,           60,          14
 119,           179,              62,             14,      4301,        4338,         18,      1893,         733,         28,       7021,           62,          15
 120,           180,              62,             10,      4420,        4458,         18,      1924,         729,         31,       7140,           62,          14
 121,           181,              62,             10,      4540,        4579,         19,      1931,         740,         17,       7260,           62,          14
 122,           182,              62,              9,      4661,        4701,         17,      1944,         748,         16,       7381,           62,          12
 123,           183,              62,              8,      4662,        4701,         17,      1956,         757,         15,       7503,           62,          12
 124,           184,              62,             10,      4785,        4825,         16,      1980,         754,         15,       7626,           62,          14
 125,           185,              62,             10,      4909,        4950,         17,      1989,         765,         13,       7750,           62,          14
 126,           186,              62,             11,      5034,        5076,         22,      2010,         768,         15,       7875,           62,          14
 127,           187,              62,              9,      5160,        5203,         21,      2025,         780,         16,       8001,           62,          14
 128,           188,              62,              9,      5287,        5331,         20,      2043,         779,         13,       8128,           62,          16
 129,           191,              64,              9,      5040,        5078,         20,      2062,         789,         13,       8256,           64,          15
 130,           192,              64,             11,      5169,        5208,         19,      2076,         802,         14,       8385,           64,          15
 131,           193,              64,             10,      5299,        5339,         19,      2103,         806,         15,       8515,           64,          15
 132,           194,              64,              9,      5430,        5471,         19,      2120,         822,         37,       8646,           64,          16
 133,           196,              65,             10,      5431,        5471,         20,      2142,         829,         13,       8778,           65,          15
 134,           197,              65,              9,      5564,        5605,         21,      2168,         837,         12,       8911,           65,          15
 135,           198,              65,             18,      5698,        5740,         22,      2183,         846,         13,       9045,           65,          16
 136,           199,              65,             11,      5699,        5740,         21,      2209,         855,         15,       9180,           65,          16
 137,           200,              65,             16,      5835,        5877,         24,      2230,         862,         13,       9316,           65,          16
 138,           201,              65,              3,      5972,        6015,         21,      2250,         876,         14,       9453,           65,          17
 139,           202,              65,              3,      6110,        6154,         22,      2278,         879,         15,       9591,           65,          17
 140,           203,              65,              3,      6249,        6294,         26,      2290,         892,         13,       9730,           65,          17
 141,           204,              65,              3,      6389,        6435,         24,      2314,         898,         15,       9870,           65,          17
 142,           205,              65,              3,      6530,        6577,         55,      2337,         909,         15,      10011,           65,          17
 143,           208,              67,              3,      6392,        6436,         27,      2362,         919,         16,      10153,           67,          17
 144,           209,              67,              3,      6535,        6580,         29,      2399,         922,         18,      10296,           67,          17
 145,           210,              67,              6,      6679,        6725,         29,      2416,         931,         17,      10440,           67,          21
 146,           212,              68,              3,      6680,        6725,         29,      2430,         948,         17,      10585,           68,          19
 147,           213,              68,              3,      6826,        6872,         33,      2455,         952,         16,      10731,           68,          20
 148,           214,              68,              3,      6973,        7020,         29,      2482,         960,         16,      10878,           68,          20
 149,           215,              68,              3,      7121,        7169,         18,      2507,         967,         10,      11026,           68,          11
 150,           217,              69,              2,      7122,        7169,         17,      2527,         977,          9,      11175,           69,          11
 151,           219,              70,              2,      7271,        7319,         17,      2547,         989,         10,      11325,           70,          11
 152,           220,              70,              1,      7422,        7471,         17,      2569,         994,          9,      11476,           70,          11
 153,           221,              70,              1,      7574,        7624,         17,      2588,        1005,          9,      11628,           70,          11
 154,           222,              70,              2,      7727,        7778,         17,      2619,        1018,         10,      11781,           70,          11
 155,           223,              70,              1,      7881,        7933,         18,      2645,        1024,          9,      11935,           70,          11
 156,           224,              70,              1,      8036,        8089,         18,      2672,        1033,         10,      12090,           70,          11
 157,           225,              70,              1,      8192,        8246,         18,      2700,        1040,         10,      12246,           70,          11
 158,           226,              70,              1,      8349,        8404,         18,      2711,        1052,          9,      12403,           70,          13
 159,           228,              71,              2,      8350,        8404,         20,      2744,        1060,         10,      12561,           71,          13
 160,           229,              71,              2,      8509,        8564,         21,      2778,        1068,         11,      12720,           71,          13
 161,           230,              71,              2,      8669,        8725,         21,      2797,        1077,         12,      12880,           71,          13
 162,           232,              72,              2,      8670,        8725,         21,      2805,        1092,         11,      13041,           72,          13
 163,           233,              72,              2,      8832,        8888,         22,      2835,        1098,         11,      13203,           72,          14
 164,           234,              72,              2,      8995,        9052,         22,      2860,        1106,         11,      13366,           72,          14
 165,           236,              73,              2,      8996,        9052,         22,      2879,        1117,         13,      13530,           73,          14
 166,           239,              75,              2,      8998,        9054,         22,      2904,        1126,         11,      13695,           75,          14
 167,           243,              78,              2,      9001,        9056,         19,      2936,        1135,         12,      13861,           78,          13
 168,           248,              82,              2,      9005,        9059,         19,      2950,        1145,         10,      14028,           82,          13
 169,           249,              82,              2,      9173,        9228,         20,      2978,        1151,         10,      14196,           82,          13
 170,           250,              82,              2,      9342,        9398,         20,      3002,        1160,         12,      14365,           82,          13
 171,           251,              82,              2,      9512,        9569,         21,      3018,        1171,         10,      14535,           82,          13
 172,           252,              82,              3,      9513,        9569,         21,      3047,        1180,         11,      14706,           82,          13
 173,           253,              82,              2,      9685,        9742,         21,      3066,        1190,         10,      14878,           82,          13
 174,           254,              82,              2,      9858,        9916,         21,      3096,        1195,         10,      15051,           82,          14
 175,           256,              83,              2,      9859,        9916,         22,      3129,        1203,         12,      15225,           83,          14
 176,           257,              83,              2,     10034,       10092,         22,      3149,        1212,         13,      15400,           83,          14
 177,           258,              83,              2,     10210,       10269,         23,      3171,        1221,         12,      15576,           83,          15
 178,           260,              84,              2,     10211,       10269,         23,      3196,        1231,         11,      15753,           84,          15
 179,           261,              84,              2,     10389,       10448,         23,      3222,        1237,         12,      15931,           84,          15
 180,           262,              84,              2,     10568,       10628,         27,      3252,        1250,         11,      16110,           84,          15
 181,           263,              84,              2,     10748,       10809,         24,      3279,        1258,         12,      16290,           84,          15
 182,           264,              84,              2,     10929,       10991,         24,      3297,        1268,         12,      16471,           84,          15
 183,           265,              84,              2,     11111,       11174,         42,      3316,        1274,         12,      16653,           84,          17
 184,           267,              85,              2,     11112,       11174,         27,      3344,        1291,         18,      16836,           85,          17
 185,           269,              86,              2,     11295,       11358,         28,      3375,        1297,         13,      17020,           86,          17
 186,           272,              88,              2,     11297,       11360,         27,      3390,        1308,         13,      17205,           88,          18
 187,           274,              89,              2,     11481,       11544,         28,      3419,        1315,         14,      17391,           89,          23
 188,           275,              89,              3,     11667,       11731,         29,      3455,        1322,         13,      17578,           89,          18
 189,           276,              89,              2,     11669,       11732,         34,      3475,        1334,         24,      17766,           89,          18
 190,           277,              89,              2,     11858,       11922,         42,      3505,        1343,         11,      17955,           89,          16
 191,           279,              90,              2,     11859,       11922,         26,      3531,        1352,         14,      18145,           90,          17
 192,           282,              92,              2,     11861,       11924,         26,      3557,        1357,         13,      18336,           92,          17
 193,           286,              95,              2,     11864,       11926,         26,      3565,        1365,         13,      18528,           95,          17
 194,           291,              99,              2,     11868,       11929,         25,      3586,        1373,         11,      18721,           99,          17
 195,           292,              99,              2,     12062,       12124,         26,      3605,        1378,         11,      18915,           99,          17
 196,           293,              99,              2,     12257,       12320,         26,      3609,        1393,         13,      19110,           99,          17
 197,           294,              99,              2,     12453,       12517,         27,      3623,        1401,         12,      19306,           99,          18
 198,           295,              99,              2,     12650,       12715,         27,      3648,        1399,         13,      19503,           99,          18
 199,           296,              99,              2,     12848,       12914,         28,      3664,        1405,         14,      19701,           99,          18
 200,           297,              99,              2,     13047,       13114,         37,      3666,        1422,         14,      19900,           99,          18
 201,           298,              99,              2,     13247,       13315,         29,      3673,        1431,         15,      20100,           99,          18
 202,           300,             100,              3,     13248,       13315,         29,      3702,        1432,         13,      20301,          100,          18
 203,           301,             100,              2,     13450,       13518,         48,      3722,        1441,         13,      20503,          100,          21
 204,           302,             100,              2,     13653,       13722,         33,      3724,        1450,         18,      20706,          100,          21
 205,           303,             100,              2,     13857,       13927,         46,      3739,        1453,         18,      20910,          100,          22
 206,           305,             101,              2,     13858,       13927,         33,      3751,        1463,         14,      21115,          101,          21
 207,           306,             101,              5,     14064,       14134,         35,      3783,        1467,         15,      21321,          101,          22
 208,           309,             103,              2,     14065,       14134,         34,      3782,        1479,         18,      21528,          103,          22
 209,           310,             103,              2,     14273,       14343,         40,      3796,        1485,         32,      21736,          103,          20
 210,           311,             103,              2,     14482,       14553,         33,      3814,        1486,         33,      21945,          103,          20
 211,           312,             103,              2,     14692,       14764,         32,      3841,        1489,         15,      22155,          103,          20
 212,           313,             103,              2,     14903,       14976,         32,      3849,        1508,         13,      22366,          103,          28
 213,           314,             103,              2,     15115,       15189,         33,      3861,        1516,         15,      22578,          103,          23
 214,           315,             103,              2,     15328,       15403,         33,      3877,        1518,         15,      22791,          103,          21
 215,           316,             103,              2,     15542,       15618,         34,      3889,        1529,         15,      23005,          103,          21
 216,           317,             103,              2,     15757,       15834,         34,      3916,        1529,         17,      23220,          103,          21
 217,           318,             103,              2,     15973,       16051,         34,      3926,        1538,         13,      23436,          103,          21
 218,           320,             104,              2,     15974,       16051,         34,      3954,        1545,         16,      23653,          104,          21
 219,           321,             104,              2,     16192,       16270,         35,      3968,        1556,         12,      23871,          104,          22
 220,           322,             104,              2,     16411,       16490,         35,      3980,        1558,         22,      24090,          104,          32
 221,           323,             104,              2,     16631,       16711,         36,      3992,        1565,         15,      24310,          104,          26
 222,           326,             106,              2,     16414,       16491,         39,      4011,        1578,         19,      24531,          106,          25
 223,           327,             106,              2,     16636,       16714,         40,      4028,        1580,         16,      24753,          106,          25
 224,           328,             106,              2,     16859,       16938,         40,      4031,        1597,         15,      24976,          106,          25
 225,           330,             107,              3,     16860,       16938,         45,      4043,        1604,         13,      25200,          107,          25
 226,           331,             107,              2,     17085,       17164,         41,      4069,        1607,         15,      25425,          107,          25
 227,           332,             107,              3,     17311,       17391,         41,      4078,        1615,         16,      25651,          107,          26
 228,           333,             107,              4,     17538,       17619,         42,      4085,        1624,         32,      25878,          107,          23
 229,           334,             107,              2,     17766,       17848,         38,      4099,        1629,         13,      26106,          107,          23
 230,           336,             108,              2,     17767,       17848,         38,      4107,        1648,         15,      26335,          108,          23
 231,           339,             110,              2,     17769,       17850,         37,      4141,        1647,         15,      26565,          110,          24
 232,           342,             112,              2,     17772,       17852,         37,      4177,        1649,         19,      26796,          112,          24
 233,           343,             112,              2,     18004,       18085,         38,      4194,        1657,         15,      27028,          112,          24
 234,           344,             112,              2,     18237,       18319,         39,      4201,        1662,         14,      27261,          112,          25
 235,           345,             112,              2,     18471,       18554,         39,      4232,        1669,         15,      27495,          112,          25
 236,           346,             112,              2,     18706,       18790,         40,      4232,        1677,         14,      27730,          112,          25
 237,           347,             112,              2,     18942,       19027,         40,      4251,        1685,         14,      27966,          112,          25
 238,           349,             113,              2,     18943,       19027,         40,      4248,        1699,         14,      28203,          113,          25
 239,           350,             113,              2,     19181,       19266,         41,      4287,        1703,         14,      28441,          113,          25
 240,           351,             113,              2,     19420,       19506,         41,      4303,        1705,         19,      28680,          113,          28
 241,           353,             114,              3,     19421,       19506,         41,      4326,        1712,         16,      28920,          114,          26
 242,           356,             116,              2,     19423,       19508,         57,      4338,        1721,         24,      29161,          116,          28
 243,           357,             116,              3,     19665,       19751,         44,      4347,        1728,         15,      29403,          116,          28
 244,           358,             116,              3,     19908,       19995,         45,      4363,        1740,         16,      29646,          116,          28
 245,           359,             116,              3,     20152,       20240,         45,      4380,        1748,         15,      29890,          116,          31
 246,           361,             117,              3,     20153,       20240,         45,      4404,        1755,         18,      30135,          117,          28
 247,           363,             118,              3,     20398,       20486,         46,      4417,        1762,         15,      30381,          118,          29
 248,           365,             119,              3,     20400,       20488,         51,      4442,        1762,         27,      30628,          119,          27
 249,           366,             119,              3,     20648,       20737,         44,      4466,        1767,         14,      30876,          119,          28
 250,           367,             119,              3,     20897,       20987,         49,      4469,        1782,         15,      31125,          119,          28
 251,           369,             120,              4,     20898,       20987,         44,      4497,        1786,         18,      31375,          120,          28
 252,           370,             120,              3,     21149,       21239,         45,      4514,        1794,         13,      31626,          120,          28
 253,           371,             120,              3,     21401,       21492,         45,      4542,        1796,         13,      31878,          120,          28
 254,           373,             121,              2,     21402,       21492,         46,      4552,        1816,         15,      32131,          121,          29
 255,           375,             122,              3,     21655,       21746,         46,      4579,        1816,         15,      32385,          122,          29
 256,           376,             122,              2,     21910,       22002,         46,      4590,        1823,         15,      32640,          122,          29
 257,           377,             122,              3,     22166,       22259,         50,      4608,        1833,         16,      32896,          122,          29
 258,           379,             123,              3,     22167,       22259,         46,      4643,        1837,         15,      33153,          123,          29
 259,           380,             123,              3,     22425,       22518,         47,      4655,        1852,         15,      33411,          123,          33
 260,           381,             123,              3,     22684,       22778,         69,      4681,        1861,         27,      33670,          123,          56
 261,           382,             123,              6,     22944,       23039,         89,      4694,        1874,         27,      33930,          123,          48
 262,           383,             123,              6,     23205,       23301,         88,      4727,        1879,         35,      34191,          123,          43
 263,           384,             123,              4,     23467,       23564,         68,      4748,        1890,         26,      34453,          123,          37
 264,           385,             123,              3,     23730,       23828,         51,      4761,        1906,         16,      34716,          123,          31
 265,           386,             123,              3,     23731,       23828,         50,      4780,        1917,         17,      34980,          123,          33
 266,           387,             123,              4,     23996,       24094,         75,      4818,        1922,         16,      35245,          123,          32
 267,           388,             123,              3,     23997,       24094,         51,      4836,        1934,         20,      35511,          123,          32
 268,           389,             123,              3,     24264,       24362,         52,      4867,        1942,         15,      35778,          123,          32
 269,           390,             123,              3,     24532,       24631,         52,      4886,        1952,         15,      36046,          123,          32
 270,           391,             123,              3,     24801,       24901,         52,      4897,        1962,         16,      36315,          123,          32
 271,           393,             124,              3,     24802,       24901,         52,      4934,        1971,         16,      36585,          124,          33
 272,           396,             126,              4,     24804,       24903,         54,      4959,        1985,         16,      36856,          126,          33
 273,           398,             127,              3,     25074,       25173,         53,      4983,        1994,         16,      37128,          127,          33
 274,           399,             127,              3,     25347,       25447,         53,      5010,        1999,         16,      37401,          127,          33
 275,           400,             127,              3,     25621,       25722,         59,      5033,        2011,         17,      37675,          127,          36
 276,           402,             128,              3,     25622,       25722,         58,      5033,        2028,         19,      37950,          128,          37
 277,           405,             130,              3,     25624,       25724,         58,      5065,        2037,         17,      38226,          130,          37
 278,           406,             130,              3,     25901,       26002,         61,      5116,        2039,         18,      38503,          130,          37
 279,           407,             130,              3,     26179,       26281,         60,      5128,        2052,         18,      38781,          130,          37
 280,           408,             130,              3,     26458,       26561,         61,      5151,        2064,         18,      39060,          130,          38
 281,           410,             131,              3,     26459,       26561,         56,      5168,        2077,         15,      39340,          131,          35
 282,           411,             131,              3,     26740,       26843,         56,      5199,        2080,         16,      39621,          131,          35
 283,           413,             132,              3,     26741,       26843,         56,      5224,        2091,         16,      39903,          132,          35
 284,           414,             132,              3,     27024,       27127,         59,      5253,        2103,         18,      40186,          132,          36
 285,           415,             132,              3,     27308,       27412,         57,      5277,        2114,         17,      40470,          132,          36
 286,           417,             133,              3,     27309,       27412,         58,      5305,        2126,         17,      40755,          133,          36
 287,           419,             134,              3,     27594,       27698,         58,      5338,        2129,         16,      41041,          134,          37
 288,           422,             136,              3,     27596,       27700,         59,      5357,        2146,         16,      41328,          136,          37
 289,           426,             139,              3,     27599,       27702,         58,      5382,        2156,         17,      41616,          139,          38
 290,           427,             139,              3,     27888,       27992,         72,      5423,        2153,         17,      41905,          139,          37
 291,           428,             139,              3,     28178,       28283,         60,      5430,        2172,         17,      42195,          139,          40
 292,           429,             139,              5,     28469,       28575,         60,      5447,        2187,         17,      42486,          139,          38
 293,           430,             139,              3,     28761,       28868,         60,      5460,        2201,         17,      42778,          139,          38
 294,           431,             139,              3,     29054,       29162,         61,      5512,        2201,         17,      43071,          139,          38
 295,           432,             139,              3,     29348,       29457,         62,      5528,        2211,         18,      43365,          139,          45
 296,           435,             141,              3,     29057,       29163,         61,      5553,        2224,         20,      43660,          141,          39
 297,           436,             141,              3,     29353,       29460,         62,      5585,        2228,         18,      43956,          141,          39
 298,           437,             141,              3,     29650,       29758,         63,      5613,        2238,         18,      44253,          141,          39
 299,           438,             141,              3,     29948,       30057,         63,      5644,        2248,         18,      44551,          141,          40
 300,           439,             141,              3,     30247,       30357,         64,      5659,        2260,         20,      44850,          141,          40
 301,           440,             141,              3,     30547,       30658,         64,      5679,        2272,         18,      45150,          141,          40
 302,           441,             141,              3,     30848,       30960,         65,      5709,        2280,         20,      45451,          141,          40
 303,           443,             142,              3,     30849,       30960,         65,      5716,        2295,         17,      45753,          142,          41
 304,           446,             144,              3,     30851,       30962,         65,      5757,        2299,         19,      46056,          144,          41
 305,           450,             147,              3,     30854,       30964,         65,      5787,        2307,         19,      46360,          147,          41
 306,           451,             147,              3,     31159,       31270,         79,      5803,        2323,         18,      46665,          147,          41
 307,           452,             147,              3,     31465,       31577,         75,      5825,        2333,         19,      46971,          147,          42
 308,           454,             148,              3,     31466,       31577,         66,      5856,        2346,         20,      47278,          148,          42
 309,           455,             148,              3,     31774,       31886,         67,      5884,        2356,         19,      47586,          148,          42
 310,           456,             148,              3,     32083,       32196,         68,      5932,        2359,         20,      47895,          148,          42
 311,           457,             148,              5,     32393,       32507,         71,      5939,        2376,         19,      48205,          148,          43
 312,           458,             148,              3,     32704,       32819,         69,      5989,        2377,         20,      48516,          148,          43
 313,           460,             149,              3,     32705,       32819,         69,      6006,        2390,         20,      48828,          149,          43
 314,           462,             150,              3,     33017,       33132,         70,      6019,        2405,         19,      49141,          150,          44
 315,           463,             150,              3,     33331,       33447,         71,      6065,        2409,         19,      49455,          150,          44
 316,           464,             150,              3,     33646,       33763,         71,      6063,        2427,         22,      49770,          150,          44
 317,           465,             150,              3,     33962,       34080,         71,      6106,        2429,         19,      50086,          150,          44
 318,           467,             151,              3,     33963,       34080,         71,      6130,        2443,         19,      50403,          151,          45
 319,           470,             153,              3,     33965,       34082,         71,      6164,        2454,         20,      50721,          153,          45
 320,           474,             156,              3,     33968,       34084,         71,      6222,        2458,         20,      51040,          156,          46
 321,           475,             156,              4,     34288,       34405,         72,      6240,        2468,         21,      51360,          156,          48
 322,           476,             156,              4,     34609,       34727,         73,      6226,        2490,         21,      51681,          156,          46
 323,           477,             156,              4,     34931,       35050,         74,      6271,        2491,         21,      52003,          156,          46
